"TIME","GEO","UNIT","INDIC_NA","Value","Flag and Footnotes"
"2005","Poland","Euro per inhabitant","Gross domestic product at market prices","6 400",""
"2006","Poland","Euro per inhabitant","Gross domestic product at market prices","7 100",""
"2007","Poland","Euro per inhabitant","Gross domestic product at market prices","8 200",""
"2008","Poland","Euro per inhabitant","Gross domestic product at market prices","9 500",""
"2009","Poland","Euro per inhabitant","Gross domestic product at market prices","8 100",""
"2010","Poland","Euro per inhabitant","Gross domestic product at market prices","9 200",""
"2011","Poland","Euro per inhabitant","Gross domestic product at market prices","9 600",""
"2012","Poland","Euro per inhabitant","Gross domestic product at market prices","9 900","b"
"1975","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1994","Portugal","Euro per inhabitant","Gross domestic product at market prices",":",""
"1995","Portugal","Euro per inhabitant","Gross domestic product at market prices","9 000",""
"1996","Portugal","Euro per inhabitant","Gross domestic product at market prices","9 500",""
"1997","Portugal","Euro per inhabitant","Gross domestic product at market prices","10 100",""
"1998","Portugal","Euro per inhabitant","Gross domestic product at market prices","10 800",""
"1999","Portugal","Euro per inhabitant","Gross domestic product at market prices","11 700",""
"2000","Portugal","Euro per inhabitant","Gross domestic product at market prices","12 500",""
"2001","Portugal","Euro per inhabitant","Gross domestic product at market prices","13 100",""
"2002","Portugal","Euro per inhabitant","Gross domestic product at market prices","13 600",""
"2003","Portugal","Euro per inhabitant","Gross domestic product at market prices","13 700",""
"2004","Portugal","Euro per inhabitant","Gross domestic product at market prices","14 200",""
"2005","Portugal","Euro per inhabitant","Gross domestic product at market prices","14 600",""
"2006","Portugal","Euro per inhabitant","Gross domestic product at market prices","15 200",""
"2007","Portugal","Euro per inhabitant","Gross domestic product at market prices","16 000",""
"2008","Portugal","Euro per inhabitant","Gross domestic product at market prices","16 200",""
"2009","Portugal","Euro per inhabitant","Gross domestic product at market prices","15 900",""
"2010","Portugal","Euro per inhabitant","Gross domestic product at market prices","16 300",""
"2011","Portugal","Euro per inhabitant","Gross domestic product at market prices","16 100","p"
"2012","Portugal","Euro per inhabitant","Gross domestic product at market prices","15 600","p"
"1975","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1994","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1995","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1996","Romania","Euro per inhabitant","Gross domestic product at market prices","1 300",""
"1997","Romania","Euro per inhabitant","Gross domestic product at market prices","1 400",""
"1998","Romania","Euro per inhabitant","Gross domestic product at market prices","1 600",""
"1999","Romania","Euro per inhabitant","Gross domestic product at market prices","1 500",""
"2000","Romania","Euro per inhabitant","Gross domestic product at market prices","1 800",""
"2001","Romania","Euro per inhabitant","Gross domestic product at market prices","2 000",""
"2002","Romania","Euro per inhabitant","Gross domestic product at market prices","2 200",""
"2003","Romania","Euro per inhabitant","Gross domestic product at market prices","2 400",""
"2004","Romania","Euro per inhabitant","Gross domestic product at market prices","2 800",""
"2005","Romania","Euro per inhabitant","Gross domestic product at market prices","3 700",""
"2006","Romania","Euro per inhabitant","Gross domestic product at market prices","4 500",""
"2007","Romania","Euro per inhabitant","Gross domestic product at market prices","5 800",""
"2008","Romania","Euro per inhabitant","Gross domestic product at market prices","6 500",""
"2009","Romania","Euro per inhabitant","Gross domestic product at market prices","5 500",""
"2010","Romania","Euro per inhabitant","Gross domestic product at market prices","5 800",""
"2011","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"2012","Romania","Euro per inhabitant","Gross domestic product at market prices",":",""
"1975","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Slovenia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Slovenia","Euro per inhabitant","Gross domestic product at market prices","4 700",""
"1992","Slovenia","Euro per inhabitant","Gross domestic product at market prices","4 800",""
"1993","Slovenia","Euro per inhabitant","Gross domestic product at market prices","5 400",""
"1994","Slovenia","Euro per inhabitant","Gross domestic product at market prices","6 100",""
"1995","Slovenia","Euro per inhabitant","Gross domestic product at market prices","8 100",""
"1996","Slovenia","Euro per inhabitant","Gross domestic product at market prices","8 400",""
"1997","Slovenia","Euro per inhabitant","Gross domestic product at market prices","9 100",""
"1998","Slovenia","Euro per inhabitant","Gross domestic product at market prices","9 800",""
"1999","Slovenia","Euro per inhabitant","Gross domestic product at market prices","10 500",""
"2000","Slovenia","Euro per inhabitant","Gross domestic product at market prices","10 800",""
"2001","Slovenia","Euro per inhabitant","Gross domestic product at market prices","11 500",""
"2002","Slovenia","Euro per inhabitant","Gross domestic product at market prices","12 300",""
"2003","Slovenia","Euro per inhabitant","Gross domestic product at market prices","12 900",""
"2004","Slovenia","Euro per inhabitant","Gross domestic product at market prices","13 600",""
"2005","Slovenia","Euro per inhabitant","Gross domestic product at market prices","14 400",""
"2006","Slovenia","Euro per inhabitant","Gross domestic product at market prices","15 500",""
"2007","Slovenia","Euro per inhabitant","Gross domestic product at market prices","17 100",""
"2008","Slovenia","Euro per inhabitant","Gross domestic product at market prices","18 400","b"
"2009","Slovenia","Euro per inhabitant","Gross domestic product at market prices","17 400","b"
"2010","Slovenia","Euro per inhabitant","Gross domestic product at market prices","17 400","b"
"2011","Slovenia","Euro per inhabitant","Gross domestic product at market prices","17 600",""
"2012","Slovenia","Euro per inhabitant","Gross domestic product at market prices","17 200",""
"1975","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Slovakia","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Slovakia","Euro per inhabitant","Gross domestic product at market prices","2 100",""
"1994","Slovakia","Euro per inhabitant","Gross domestic product at market prices","2 400",""
"1995","Slovakia","Euro per inhabitant","Gross domestic product at market prices","2 800",""
"1996","Slovakia","Euro per inhabitant","Gross domestic product at market prices","3 100",""
"1997","Slovakia","Euro per inhabitant","Gross domestic product at market prices","3 500",""
"1998","Slovakia","Euro per inhabitant","Gross domestic product at market prices","3 700",""
"1999","Slovakia","Euro per inhabitant","Gross domestic product at market prices","3 600",""
"2000","Slovakia","Euro per inhabitant","Gross domestic product at market prices","4 100",""
"2001","Slovakia","Euro per inhabitant","Gross domestic product at market prices","4 400",""
"2002","Slovakia","Euro per inhabitant","Gross domestic product at market prices","4 800",""
"2003","Slovakia","Euro per inhabitant","Gross domestic product at market prices","5 500",""
"2004","Slovakia","Euro per inhabitant","Gross domestic product at market prices","6 300",""
"2005","Slovakia","Euro per inhabitant","Gross domestic product at market prices","7 100",""
"2006","Slovakia","Euro per inhabitant","Gross domestic product at market prices","8 300",""
"2007","Slovakia","Euro per inhabitant","Gross domestic product at market prices","10 200",""
"2008","Slovakia","Euro per inhabitant","Gross domestic product at market prices","11 900",""
"2009","Slovakia","Euro per inhabitant","Gross domestic product at market prices","11 600",""
"2010","Slovakia","Euro per inhabitant","Gross domestic product at market prices","12 100",""
"2011","Slovakia","Euro per inhabitant","Gross domestic product at market prices","12 700",""
"2012","Slovakia","Euro per inhabitant","Gross domestic product at market prices","13 200",""
"1975","Finland","Euro per inhabitant","Gross domestic product at market prices","5 000",""
"1976","Finland","Euro per inhabitant","Gross domestic product at market prices","6 000",""
"1977","Finland","Euro per inhabitant","Gross domestic product at market prices","6 100",""
"1978","Finland","Euro per inhabitant","Gross domestic product at market prices","5 900",""
"1979","Finland","Euro per inhabitant","Gross domestic product at market prices","6 700",""
"1980","Finland","Euro per inhabitant","Gross domestic product at market prices","8 000",""
"1981","Finland","Euro per inhabitant","Gross domestic product at market prices","9 700",""
"1982","Finland","Euro per inhabitant","Gross domestic product at market prices","11 100",""
"1983","Finland","Euro per inhabitant","Gross domestic product at market prices","11 700",""
"1984","Finland","Euro per inhabitant","Gross domestic product at market prices","13 600",""
"1985","Finland","Euro per inhabitant","Gross domestic product at market prices","14 800",""
"1986","Finland","Euro per inhabitant","Gross domestic product at market prices","15 000",""
"1987","Finland","Euro per inhabitant","Gross domestic product at market prices","15 800",""
"1988","Finland","Euro per inhabitant","Gross domestic product at market prices","18 300",""
"1989","Finland","Euro per inhabitant","Gross domestic product at market prices","21 400",""
"1990","Finland","Euro per inhabitant","Gross domestic product at market prices","21 900",""
"1991","Finland","Euro per inhabitant","Gross domestic product at market prices","20 200",""
"1992","Finland","Euro per inhabitant","Gross domestic product at market prices","16 900",""
"1993","Finland","Euro per inhabitant","Gross domestic product at market prices","14 700",""
"1994","Finland","Euro per inhabitant","Gross domestic product at market prices","16 700",""
"1995","Finland","Euro per inhabitant","Gross domestic product at market prices","19 600",""
"1996","Finland","Euro per inhabitant","Gross domestic product at market prices","19 700",""
"1997","Finland","Euro per inhabitant","Gross domestic product at market prices","21 100",""
"1998","Finland","Euro per inhabitant","Gross domestic product at market prices","22 500",""
"1999","Finland","Euro per inhabitant","Gross domestic product at market prices","23 700",""
"2000","Finland","Euro per inhabitant","Gross domestic product at market prices","25 500",""
"2001","Finland","Euro per inhabitant","Gross domestic product at market prices","26 800",""
"2002","Finland","Euro per inhabitant","Gross domestic product at market prices","27 600",""
"2003","Finland","Euro per inhabitant","Gross domestic product at market prices","27 900",""
"2004","Finland","Euro per inhabitant","Gross domestic product at market prices","29 100",""
"2005","Finland","Euro per inhabitant","Gross domestic product at market prices","30 000",""
"2006","Finland","Euro per inhabitant","Gross domestic product at market prices","31 500",""
"2007","Finland","Euro per inhabitant","Gross domestic product at market prices","34 000",""
"2008","Finland","Euro per inhabitant","Gross domestic product at market prices","34 900",""
"2009","Finland","Euro per inhabitant","Gross domestic product at market prices","32 299",""
"2010","Finland","Euro per inhabitant","Gross domestic product at market prices","33 300",""
"2011","Finland","Euro per inhabitant","Gross domestic product at market prices","35 200",""
"2012","Finland","Euro per inhabitant","Gross domestic product at market prices","35 900",""
"1975","Sweden","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Sweden","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Sweden","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Sweden","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Sweden","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Sweden","Euro per inhabitant","Gross domestic product at market prices","11 400",""
"1981","Sweden","Euro per inhabitant","Gross domestic product at market prices","13 000",""
"1982","Sweden","Euro per inhabitant","Gross domestic product at market prices","13 000",""
"1983","Sweden","Euro per inhabitant","Gross domestic product at market prices","13 200",""
"1984","Sweden","Euro per inhabitant","Gross domestic product at market prices","15 500",""
"1985","Sweden","Euro per inhabitant","Gross domestic product at market prices","16 800",""
"1986","Sweden","Euro per inhabitant","Gross domestic product at market prices","17 100",""
"1987","Sweden","Euro per inhabitant","Gross domestic product at market prices","17 700",""
"1988","Sweden","Euro per inhabitant","Gross domestic product at market prices","19 400",""
"1989","Sweden","Euro per inhabitant","Gross domestic product at market prices","21 900",""
"1990","Sweden","Euro per inhabitant","Gross domestic product at market prices","22 500",""
"1991","Sweden","Euro per inhabitant","Gross domestic product at market prices","24 200",""
"1992","Sweden","Euro per inhabitant","Gross domestic product at market prices","23 800",""
"1993","Sweden","Euro per inhabitant","Gross domestic product at market prices","19 800",""
"1994","Sweden","Euro per inhabitant","Gross domestic product at market prices","20 900",""
"1995","Sweden","Euro per inhabitant","Gross domestic product at market prices","22 000",""
"1996","Sweden","Euro per inhabitant","Gross domestic product at market prices","24 600",""
"1997","Sweden","Euro per inhabitant","Gross domestic product at market prices","25 300",""
"1998","Sweden","Euro per inhabitant","Gross domestic product at market prices","25 700",""
"1999","Sweden","Euro per inhabitant","Gross domestic product at market prices","27 400",""
"2000","Sweden","Euro per inhabitant","Gross domestic product at market prices","30 200",""
"2001","Sweden","Euro per inhabitant","Gross domestic product at market prices","28 500",""
"2002","Sweden","Euro per inhabitant","Gross domestic product at market prices","29 900",""
"2003","Sweden","Euro per inhabitant","Gross domestic product at market prices","31 100",""
"2004","Sweden","Euro per inhabitant","Gross domestic product at market prices","32 400",""
"2005","Sweden","Euro per inhabitant","Gross domestic product at market prices","33 000",""
"2006","Sweden","Euro per inhabitant","Gross domestic product at market prices","35 000",""
"2007","Sweden","Euro per inhabitant","Gross domestic product at market prices","36 900",""
"2008","Sweden","Euro per inhabitant","Gross domestic product at market prices","36 100",""
"2009","Sweden","Euro per inhabitant","Gross domestic product at market prices","31 500",""
"2010","Sweden","Euro per inhabitant","Gross domestic product at market prices","37 300",""
"2011","Sweden","Euro per inhabitant","Gross domestic product at market prices","41 000",""
"2012","Sweden","Euro per inhabitant","Gross domestic product at market prices","42 900",""
"1975","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","3 400",""
"1976","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","3 600",""
"1977","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","4 000",""
"1978","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","4 500",""
"1979","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","5 500",""
"1980","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","6 900",""
"1981","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","8 200",""
"1982","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","8 900",""
"1983","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","9 300",""
"1984","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","9 900",""
"1985","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","10 900",""
"1986","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","10 200",""
"1987","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","10 700",""
"1988","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","12 700",""
"1989","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","13 700",""
"1990","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","14 000",""
"1991","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","15 000",""
"1992","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","14 800",""
"1993","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","14 700",""
"1994","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","15 600",""
"1995","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","15 400",""
"1996","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","16 700",""
"1997","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","20 700",""
"1998","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","22 300",""
"1999","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","24 000",""
"2000","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","27 200",""
"2001","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","27 700",""
"2002","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","28 600",""
"2003","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","27 600",""
"2004","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","29 500",""
"2005","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","30 700",""
"2006","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","32 299",""
"2007","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","33 800",""
"2008","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","29 500",""
"2009","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","25 500",""
"2010","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","27 500",""
"2011","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","27 800",""
"2012","United Kingdom","Euro per inhabitant","Gross domestic product at market prices","30 100",""
"1975","Iceland","Euro per inhabitant","Gross domestic product at market prices","5 100",""
"1976","Iceland","Euro per inhabitant","Gross domestic product at market prices","6 700",""
"1977","Iceland","Euro per inhabitant","Gross domestic product at market prices","8 600",""
"1978","Iceland","Euro per inhabitant","Gross domestic product at market prices","8 700",""
"1979","Iceland","Euro per inhabitant","Gross domestic product at market prices","9 100",""
"1980","Iceland","Euro per inhabitant","Gross domestic product at market prices","10 500",""
"1981","Iceland","Euro per inhabitant","Gross domestic product at market prices","13 400",""
"1982","Iceland","Euro per inhabitant","Gross domestic product at market prices","13 900",""
"1983","Iceland","Euro per inhabitant","Gross domestic product at market prices","13 000",""
"1984","Iceland","Euro per inhabitant","Gross domestic product at market prices","15 000",""
"1985","Iceland","Euro per inhabitant","Gross domestic product at market prices","16 000",""
"1986","Iceland","Euro per inhabitant","Gross domestic product at market prices","16 400",""
"1987","Iceland","Euro per inhabitant","Gross domestic product at market prices","19 200",""
"1988","Iceland","Euro per inhabitant","Gross domestic product at market prices","20 400",""
"1989","Iceland","Euro per inhabitant","Gross domestic product at market prices","20 100",""
"1990","Iceland","Euro per inhabitant","Gross domestic product at market prices","19 700",""
"1991","Iceland","Euro per inhabitant","Gross domestic product at market prices","21 300",""
"1992","Iceland","Euro per inhabitant","Gross domestic product at market prices","20 600",""
"1993","Iceland","Euro per inhabitant","Gross domestic product at market prices","19 800",""
"1994","Iceland","Euro per inhabitant","Gross domestic product at market prices","19 900",""
"1995","Iceland","Euro per inhabitant","Gross domestic product at market prices","20 100",""
"1996","Iceland","Euro per inhabitant","Gross domestic product at market prices","21 400",""
"1997","Iceland","Euro per inhabitant","Gross domestic product at market prices","24 200",""
"1998","Iceland","Euro per inhabitant","Gross domestic product at market prices","27 000",""
"1999","Iceland","Euro per inhabitant","Gross domestic product at market prices","29 600",""
"2000","Iceland","Euro per inhabitant","Gross domestic product at market prices","33 500",""
"2001","Iceland","Euro per inhabitant","Gross domestic product at market prices","31 000",""
"2002","Iceland","Euro per inhabitant","Gross domestic product at market prices","32 900",""
"2003","Iceland","Euro per inhabitant","Gross domestic product at market prices","33 600",""
"2004","Iceland","Euro per inhabitant","Gross domestic product at market prices","36 500",""
"2005","Iceland","Euro per inhabitant","Gross domestic product at market prices","44 300",""
"2006","Iceland","Euro per inhabitant","Gross domestic product at market prices","43 800",""
"2007","Iceland","Euro per inhabitant","Gross domestic product at market prices","48 000",""
"2008","Iceland","Euro per inhabitant","Gross domestic product at market prices","32 200",""
"2009","Iceland","Euro per inhabitant","Gross domestic product at market prices","27 200",""
"2010","Iceland","Euro per inhabitant","Gross domestic product at market prices","29 800",""
"2011","Iceland","Euro per inhabitant","Gross domestic product at market prices","31 700",""
"2012","Iceland","Euro per inhabitant","Gross domestic product at market prices","33 100",""
"1975","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1976","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1977","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1978","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1979","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1980","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1981","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1982","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1983","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1984","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1985","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1986","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1987","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1988","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1989","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1990","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1991","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1992","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1993","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1994","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1995","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1996","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1997","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1998","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","69 200",""
"1999","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","77 100",""
"2000","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","81 900",""
"2001","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","83 000",""
"2002","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","84 400",""
"2003","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","79 300",""
"2004","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","80 400",""
"2005","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","84 300",""
"2006","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","90 700",""
"2007","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","95 100",""
"2008","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","97 400",""
"2009","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","90 400",""
"2010","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices","106 800",""
"2011","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Euro per inhabitant","Gross domestic product at market prices",":",""
"1975","Norway","Euro per inhabitant","Gross domestic product at market prices","6 600",""
"1976","Norway","Euro per inhabitant","Gross domestic product at market prices","7 900",""
"1977","Norway","Euro per inhabitant","Gross domestic product at market prices","8 900",""
"1978","Norway","Euro per inhabitant","Gross domestic product at market prices","8 900",""
"1979","Norway","Euro per inhabitant","Gross domestic product at market prices","9 400",""
"1980","Norway","Euro per inhabitant","Gross domestic product at market prices","11 200",""
"1981","Norway","Euro per inhabitant","Gross domestic product at market prices","13 800",""
"1982","Norway","Euro per inhabitant","Gross domestic product at market prices","15 400",""
"1983","Norway","Euro per inhabitant","Gross domestic product at market prices","16 600",""
"1984","Norway","Euro per inhabitant","Gross domestic product at market prices","18 800",""
"1985","Norway","Euro per inhabitant","Gross domestic product at market prices","20 400",""
"1986","Norway","Euro per inhabitant","Gross domestic product at market prices","18 800",""
"1987","Norway","Euro per inhabitant","Gross domestic product at market prices","19 200",""
"1988","Norway","Euro per inhabitant","Gross domestic product at market prices","20 100",""
"1989","Norway","Euro per inhabitant","Gross domestic product at market prices","21 600",""
"1990","Norway","Euro per inhabitant","Gross domestic product at market prices","21 800",""
"1991","Norway","Euro per inhabitant","Gross domestic product at market prices","22 700",""
"1992","Norway","Euro per inhabitant","Gross domestic product at market prices","23 100",""
"1993","Norway","Euro per inhabitant","Gross domestic product at market prices","23 400",""
"1994","Norway","Euro per inhabitant","Gross domestic product at market prices","24 200",""
"1995","Norway","Euro per inhabitant","Gross domestic product at market prices","26 100",""
"1996","Norway","Euro per inhabitant","Gross domestic product at market prices","28 800",""
"1997","Norway","Euro per inhabitant","Gross domestic product at market prices","31 700",""
"1998","Norway","Euro per inhabitant","Gross domestic product at market prices","30 400",""
"1999","Norway","Euro per inhabitant","Gross domestic product at market prices","33 500",""
"2000","Norway","Euro per inhabitant","Gross domestic product at market prices","40 700",""
"2001","Norway","Euro per inhabitant","Gross domestic product at market prices","42 300",""
"2002","Norway","Euro per inhabitant","Gross domestic product at market prices","45 000",""
